City;Month;Min. Temperature °C (°F);Max. Temperature °C (°F);Precipitation / Rainfall mm (in);avg. Sun hours (hours);Rainy days (d)
North;September;70.1;93.4;5 (0);11.1;1
North;October;58.3;80.3;8 (0);9.9;1
North;November;47.2;66.8;9 (0);9.0;1
North;December;38.5;55.9;19 (0);8.2;2
Ohio;January;21.2;35.2;93 (3);3.7;10
Ohio;February;22.8;38.9;76 (2);4.9;9
Ohio;March;30.6;48.5;101 (3);6.5;9
Ohio;April;41.7;61.2;113 (4);8.2;10
Ohio;May;52.3;70.3;118 (4);9.4;10
Ohio;June;60.8;77.5;117 (4);10.0;10
Ohio;July;64.7;81.6;107 (4);10.5;10
Ohio;August;63.8;80.2;93 (3);9.4;9
Ohio;September;58;74.5;103 (4);8.0;7
Ohio;October;47.2;62.1;89 (3);6.4;8
Ohio;November;36.6;50.3;86 (3);5.4;8
Ohio;December;27.5;39.5;94 (3);3.8;9
OLD;January;32.7;40;72 (2);2.7;10
OLD;February;32.5;41.9;57 (2);3.7;8
OLD;March;35.2;48;61 (2);5.1;9
OLD;April;41.1;57;58 (2);7.9;9
OLD;May;48.1;63.6;68 (2);9.3;9
OLD;June;53.5;68.5;85 (3);9.5;10
OLD;July;57.7;72.2;97 (3);9.8;11
OLD;August;57.4;71.3;88 (3);9.0;11
OLD;September;53;65.5;71 (2);6.9;8
OLD;October;46.6;57;67 (2);5.0;9
OLD;November;39.8;47.7;62 (2);3.2;9
OLD;December;34.8;41.7;71 (2);2.6;10
Olympia;January;35.8;45.3;198 (7);3.9;13
Olympia;February;35.6;47.7;144 (5);5.0;11
Olympia;March;38.2;52.4;166 (6);5.7;13
Olympia;April;41.2;58;127 (5);7.3;12
Olympia;May;46.7;64.8;78 (3);8.1;8
Olympia;June;51.6;70.1;51 (2);8.2;6
Olympia;July;55.5;78;19 (0);8.8;3
Olympia;August;56.6;78.6;29 (1);8.1;3
Olympia;September;53.1;71.3;54 (2);7.2;5
Olympia;October;46.9;59.6;135 (5);5.5;10
Olympia;November;40.3;49.8;219 (8);4.3;13
Olympia;December;35.7;43.9;208 (8);3.6;13
Olympic;January;72.1;97.6;13 (0);12.3;2
Olympic;February;70.5;94.7;28 (1);11.7;2
Olympic;March;65.3;88;7 (0);10.7;1
Olympic;April;58.7;79.6;12 (0);9.8;1
Olympic;May;51.1;70;14 (0);8.5;2
Olympic;June;45.3;62.7;14 (0);7.7;2
Olympic;July;44.2;63.3;9 (0);8.2;2
Olympic;August;46.2;67;11 (0);8.9;2
Olympic;September;52.3;75.7;12 (0);10.0;2
Olympic;October;57.7;82.3;14 (0);11.1;2
Olympic;November;63.3;88;16 (0);11.9;2
Olympic;December;67.7;92.5;21 (0);12.4;2
Orebic;January;40.1;49.6;135 (5);5.9;8
Orebic;February;40.6;51.1;119 (4);6.7;8
Orebic;March;45;56.3;113 (4);8.3;7
Orebic;April;50.8;62.3;116 (4);10.0;8
Orebic;May;57.9;69.9;77 (3);11.8;6
Orebic;June;65.5;78.1;49 (1);13.0;4
Orebic;July;70.2;83.2;26 (1);13.2;3
Orebic;August;70.5;83.5;45 (1);12.1;3
Orebic;September;63.3;75;119 (4);10.0;6
Orebic;October;56.5;67.2;167 (6);7.7;8
Orebic;November;50;59.3;228 (8);6.1;10
Orebic;December;42.7;51.8;169 (6);5.9;9
Osaka;January;34.3;46.8;62 (2);5.9;5
Osaka;February;35;48.9;72 (2);6.2;6
Osaka;March;40.2;55.5;112 (4);7.8;8
Osaka;April;49.4;65.1;121 (4);8.9;8
Osaka;May;58.7;74;143 (5);9.9;8
Osaka;June;66.9;79.9;197 (7);9.8;10
Osaka;July;74.6;86.1;175 (6);10.0;11
Osaka;August;76.4;89.1;118 (4);10.1;10
Osaka;September;69.7;82.3;174 (6);8.8;9
Osaka;October;58.9;71.7;149 (5);7.9;7
Osaka;November;48.2;61.1;87 (3);7.0;6
Osaka;December;38.6;51.2;65 (2);6.1;5
Oslo;January;18.4;27;79 (3);3.0;9
Oslo;February;19.2;29.8;59 (2);4.2;7
Oslo;March;24.2;37.7;56 (2);6.7;6
Oslo;April;32.9;48.9;61 (2);8.4;7
Oslo;May;42.6;59.1;80 (3);10.5;9
Oslo;June;50.5;65.8;99 (3);12.1;9
Oslo;July;56.3;69.9;104 (4);11.0;10
Oslo;August;54.6;66.7;118 (4);8.8;11
Oslo;September;48.5;59.4;92 (3);6.5;8
Oslo;October;39.4;47.4;95 (3);4.2;9
Oslo;November;32;38.4;96 (3);2.6;10
Oslo;December;22.3;30.1;71 (2);2.5;8
Otavalo;January;45.8;58.7;186 (7);6.1;17
Otavalo;February;45.8;58.9;183 (7);6.0;16
Otavalo;March;45.8;59;226 (8);6.4;19
Otavalo;April;46;59.1;249 (9);6.5;19
Otavalo;May;45.9;59.2;174 (6);6.9;18
Otavalo;June;45;59;92 (3);7.3;14
Otavalo;July;44.4;59.2;64 (2);7.7;11
Otavalo;August;43.9;60.6;40 (1);8.2;7
Otavalo;September;44.2;60.9;80 (3);8.3;11
Otavalo;October;45.3;59.8;173 (6);6.9;17
Otavalo;November;45.9;59;221 (8);6.1;18
Otavalo;December;46;58.6;209 (8);6.1;17
Ottawa;January;7.9;23.9;78 (3);4.0;9
Ottawa;February;10.4;27.3;63 (2);4.8;7
Ottawa;March;20.2;36.9;74 (2);6.3;8
Ottawa;April;33.6;51.9;94 (3);7.9;8
Ottawa;May;47;66.1;92 (3);9.2;9
Ottawa;June;56.4;74.2;102 (4);10.2;9
Ottawa;July;62;78.8;101 (3);10.6;9
Ottawa;August;61.3;76.8;92 (3);9.2;8
Ottawa;September;54.9;70.2;97 (3);7.3;8
Ottawa;October;43.1;55.6;102 (4);5.4;9
Ottawa;November;31.7;42.8;87 (3);3.9;9
Ottawa;December;18.4;30.2;86 (3);2.9;9
Palm Springs;January;44.1;62.9;43 (1);8.1;4
Palm Springs;February;44.2;65;49 (1);8.3;4
Palm Springs;March;48.3;72.2;25 (0);9.7;3
Palm Springs;April;51.4;77.8;10 (0);10.7;2
Palm Springs;May;57.2;85.6;5 (0);11.7;1
Palm Springs;June;64.5;95.5;1 (0);12.7;0
Palm Springs;July;72.1;99.8;8 (0);12.6;2
Palm Springs;August;72.3;98.9;11 (0);11.9;2
Palm Springs;September;68.3;93.3;9 (0);10.9;2
Palm Springs;October;58.8;82.1;9 (0);9.7;1
Palm Springs;November;50.4;70.7;12 (0);8.7;2
Palm Springs;December;43.2;61.5;35 (1);7.8;3
Panama City;January;48.3;61;120 (4);7.1;6
Panama City;February;51.1;63.9;112 (4);7.3;6
Panama City;March;55.7;68.4;128 (5);8.5;6
Panama City;April;61.9;74.3;83 (3);9.3;5
Panama City;May;69.2;80.6;67 (2);10.5;6
Panama City;June;75.9;84.7;125 (4);10.7;12
Panama City;July;77.8;85.8;149 (5);10.4;15
Panama City;August;77.7;85.8;168 (6);9.7;15
Panama City;September;74.2;84.1;124 (4);9.2;9
Panama City;October;66;78.1;89 (3);8.5;5
Panama City;November;56.4;69.7;76 (2);7.8;5
Panama City;December;51.5;64;105 (4);6.7;6
Paris;January;35.1;44.4;57 (2);2.9;9
Paris;February;34.5;46.6;52 (2);4.0;8
Paris;March;37.7;52.9;53 (2);5.8;8
Paris;April;42.4;59.4;56 (2);8.0;9
Paris;May;49.1;65.5;69 (2);8.6;9
Paris;June;55.1;71.8;63 (2);9.5;8
Paris;July;59;75.6;60 (2);10.0;8
Paris;August;58.3;75.3;60 (2);9.1;7
Paris;September;53.4;69.6;51 (2);7.2;6
Paris;October;48.5;61.5;65 (2);5.1;8
Paris;November;41.2;51.3;64 (2);3.4;9
Paris;December;36.1;45.4;70 (2);3.1;10
Paros;January;20.7;33.3;70 (2);4.3;9
Paros;February;23.2;36.5;67 (2);4.7;9
Paros;March;29.4;44.3;88 (3);6.3;10
Paros;April;38;55.4;126 (4);7.9;13
Paros;May;46.6;63.5;153 (6);8.9;14
Paros;June;53.2;69.4;169 (6);9.7;13
Paros;July;56.4;72.6;154 (6);9.9;13
Paros;August;56.9;73.2;128 (5);9.3;11
Paros;September;49.4;64.4;116 (4);7.1;10
Paros;October;40.7;55.3;86 (3);5.9;8
Paros;November;33.2;45.8;73 (2);4.9;9
Paros;December;24.2;35.9;79 (3);4.5;10
Patras;January;38.1;50.3;121 (4);5.3;9
Patras;February;38.6;51.8;116 (4);6.2;9
Patras;March;41.8;57.2;101 (3);7.5;9
Patras;April;47.1;64.1;75 (2);9.2;8
Patras;May;54.7;72.4;56 (2);10.6;6
Patras;June;62.5;81;25 (0);11.7;3
Patras;July;67.4;86.9;14 (0);12.3;2
Patras;August;68;87.7;15 (0);11.6;2
Patras;September;62.3;78.1;51 (2);9.6;5
Patras;October;55.2;69.6;78 (3);7.8;6
Patras;November;48.1;61.1;131 (5);6.4;8
Patras;December;41.2;52.9;135 (5);5.4;10
Pearl;January;47;63.5;104 (4);6.2;7
Pearl;February;50.8;67.1;85 (3);5.6;7
Pearl;March;56.1;72.3;94 (3);6.6;7
Pearl;April;62.4;78.4;97 (3);7.5;7
Pearl;May;69.5;84.4;91 (3);8.7;8
Pearl;June;74.9;89.1;112 (4);9.9;10
Pearl;July;76.1;90.4;98 (3);10.1;10
Pearl;August;76.7;91.8;106 (4);9.9;11
Pearl;September;72.4;87.3;127 (5);8.7;10
Pearl;October;64.4;80.6;109 (4);7.8;7
Pearl;November;55.7;71.9;106 (4);6.8;7
Pearl;December;49.1;64.9;104 (4);5.7;7
Perth;January;66.2;88.1;21 (0);11.3;1
Perth;February;66.7;88.4;16 (0);10.9;1
Perth;March;64;84.3;20 (0);9.8;2
Perth;April;59.3;76.8;28 (1);8.4;3
Perth;May;54.1;69.9;71 (2);7.4;6
Perth;June;50.3;64.6;103 (4);6.8;9
Perth;July;48.5;62.3;112 (4);6.6;10
Perth;August;49.1;63.3;94 (3);6.9;9
Perth;September;51.2;65.6;61 (2);7.3;7
Perth;October;54.7;71.7;32 (1);8.6;4
Perth;November;59.7;79.3;19 (0);10.4;3
Perth;December;63.4;84.4;11 (0);11.3;1
Petrified;January;44;62.9;6 (0);7.9;1
Petrified;February;45.4;66.4;6 (0);8.8;1
Petrified;March;49;73.4;3 (0);10.0;1
Petrified;April;53.9;80.8;1 (0);11.1;0
Petrified;May;60.2;88.2;0 (0);12.0;0
Petrified;June;65;93;0 (0);12.3;0
Petrified;July;68.1;94.9;0 (0);11.9;0
Petrified;August;69;94.3;0 (0);11.2;0
Petrified;September;66.1;90.6;0 (0);10.5;0
Petrified;October;61.5;83.2;1 (0);9.6;0
Petrified;November;54.1;74.3;3 (0);8.6;1
Petrified;December;47.3;66;3 (0);7.9;1
Philadelphia;January;26;39.7;85 (3);6.1;7
Philadelphia;February;27.2;43.1;76 (2);7.1;7
Philadelphia;March;34;51.6;105 (4);7.7;7
Philadelphia;April;44.5;63.6;92 (3);8.6;8
Philadelphia;May;54.5;73;95 (3);9.1;8
Philadelphia;June;63.8;81;101 (3);10.3;8
Philadelphia;July;69;85.8;100 (3);11.0;8
Philadelphia;August;68;83.9;96 (3);9.7;8
Philadelphia;September;61.7;77.5;103 (4);7.9;7
Philadelphia;October;50.6;65.5;92 (3);7.0;6
Philadelphia;November;40.3;54.6;72 (2);6.6;6
Philadelphia;December;31.9;44.7;102 (4);5.8;7
Phoenix;January;40.4;67.2;34 (1);8.7;3
Phoenix;February;43.3;70.4;38 (1);9.4;3
Phoenix;March;49.3;78.9;25 (0);10.5;2
Phoenix;April;56.8;86.5;8 (0);11.6;1
Phoenix;May;65.9;94.9;4 (0);12.5;1
Phoenix;June;76.3;104.9;2 (0);12.9;0
Phoenix;July;82.8;106.2;22 (0);12.6;3
Phoenix;August;81.6;104.6;32 (1);11.9;3
Phoenix;September;74.3;99.5;27 (1);11.0;2
Phoenix;October;61.3;88.4;20 (0);10.0;2
Phoenix;November;49.5;76.2;17 (0);9.2;1
Phoenix;December;40.3;65;29 (1);8.5;3
Pittsburgh;January;21.6;36.4;99 (3);3.8;10
Pittsburgh;February;23.3;40;85 (3);4.9;9
Pittsburgh;March;31.2;49.7;109 (4);6.6;9
Pittsburgh;April;42.4;62.3;119 (4);8.3;10
Pittsburgh;May;52.7;71.1;130 (5);9.4;11
Pittsburgh;June;61;78.3;130 (5);9.9;10
Pittsburgh;July;64.9;82.1;125 (4);10.3;11
Pittsburgh;August;63.8;80.8;98 (3);9.3;9
Pittsburgh;September;58.1;75.3;107 (4);8.0;8
Pittsburgh;October;47.3;62.9;96 (3);6.5;8
Pittsburgh;November;36.8;51.4;90 (3);5.5;7
Pittsburgh;December;28;40.7;99 (3);3.9;9
Port;January;69.7;85.1;144 (5);9.0;11
Port;February;69.8;84.7;135 (5);8.5;10
Port;March;67.6;82;117 (4);7.7;9
Port;April;62.6;77.2;116 (4);6.7;8
Port;May;56.2;70.1;109 (4);6.0;7
Port;June;52.4;66.8;116 (4);5.7;7
Port;July;50.4;65.9;136 (5);6.1;7
Port;August;52.5;69.7;121 (4);6.6;7
Port;September;55.9;71.6;150 (5);6.7;8
Port;October;60.2;75.6;174 (6);7.3;9
Port;November;62.8;79.3;132 (5);8.6;8
Port;December;66.9;83.4;130 (5);9.3;9
Portland;January;34.9;47;173 (6);4.6;13
Portland;February;35.2;49.9;137 (5);5.4;11
Portland;March;38.1;54.6;151 (5);6.3;13
Portland;April;41.3;59.7;123 (4);7.6;12
Portland;May;47.1;66.9;75 (2);8.5;9
Portland;June;52;73;48 (1);8.9;7
Portland;July;56.6;82.5;14 (0);10.2;2
Portland;August;57.8;83.5;17 (0);9.7;2
Portland;September;53.5;76.3;42 (1);8.4;4
Portland;October;46.5;63.3;113 (4);6.4;10
Portland;November;39.5;52;177 (6);5.0;13
Portland;December;34.9;45.5;197 (7);4.2;13
Prague;January;26.5;36.4;43 (1);3.4;8
Prague;February;27.1;39.8;37 (1);4.4;7
Prague;March;32.2;48;49 (1);5.8;9
Prague;April;39.5;58.4;45 (1);8.7;8
Prague;May;48.1;66.1;71 (2);10.0;9
Prague;June;54.8;72.1;82 (3);11.2;9
Prague;July;58.5;75.9;85 (3);11.6;10
Prague;August;58.2;75.9;75 (2);10.6;8
Prague;September;51.1;67.2;60 (2);7.4;7
Prague;October;43.3;57.1;46 (1);5.0;7
Prague;November;35.8;46.4;47 (1);3.2;7
Prague;December;29.7;38.8;47 (1);3.3;8
Providence;January;21.9;36.4;96 (3);6.0;7
Providence;February;23.7;39;81 (3);6.8;7
Providence;March;29.9;45.8;111 (4);7.2;7
Providence;April;40.5;57.2;99 (3);8.2;8
Providence;May;50.5;66.9;86 (3);8.4;8
Providence;June;59.9;75.6;91 (3);9.5;7
Providence;July;66.4;81.9;87 (3);10.3;8
Providence;August;65.7;80.3;103 (4);9.2;7
Providence;September;59.5;73.5;93 (3);7.7;6
Providence;October;48.5;61.9;106 (4);6.6;7
Providence;November;38.3;51.4;88 (3);6.0;6
Providence;December;29.1;41.9;110 (4);5.6;7
Puerto Viejo;January;68.2;79.2;276 (10);5.9;18
Puerto Viejo;February;68.2;80.9;171 (6);7.0;14
Puerto Viejo;March;69.1;82.3;130 (5);7.1;14
Puerto Viejo;April;70.6;83.8;114 (4);7.3;14
Puerto Viejo;May;71.6;83.3;317 (12);6.4;20
Puerto Viejo;June;71.8;82.6;333 (13);6.2;21
Puerto Viejo;July;71.1;81.7;362 (14);5.6;21
Puerto Viejo;August;71.2;82.7;299 (11);6.3;21
Puerto Viejo;September;71.1;83.2;274 (10);7.0;20
Puerto Viejo;October;70.8;82.2;348 (13);6.3;21
Puerto Viejo;November;70;80;468 (18);4.4;20
Puerto Viejo;December;69;79.3;380 (14);4.9;20
Pune;January;59.3;83.7;1 (0);9.8;0
Pune;February;62.3;88.4;2 (0);10.2;0
Pune;March;66.3;94;3 (0);10.7;1
Pune;April;69.8;98.7;10 (0);11.0;2
Pune;May;71.7;95.9;26 (1);10.0;5
Pune;June;72.2;84.2;247 (9);5.8;17
Pune;July;70.9;78.1;340 (13);4.0;21
Pune;August;70.1;77.7;270 (10);4.1;21
Pune;September;69.4;80.5;189 (7);5.2;17
Pune;October;67.9;84.6;81 (3);8.6;8
Pune;November;63.8;84.8;26 (1);9.5;3
Pune;December;60;83.2;5 (0);9.6;1
Punta del Este;January;67;76.7;66 (2);10.9;4
Punta del Este;February;67.6;76.2;88 (3);9.8;6
Punta del Este;March;65.2;73.5;95 (3);8.4;7
Punta del Este;April;60.5;68.5;117 (4);7.3;8
Punta del Este;May;55.4;62.6;98 (3);6.3;7
Punta del Este;June;50.6;58.2;100 (3);6.1;7
Punta del Este;July;48.4;56.2;107 (4);6.3;7
Punta del Este;August;49.7;58.5;99 (3);7.0;7
Punta del Este;September;51.2;59.9;93 (3);7.4;6
Punta del Este;October;55.3;64.1;103 (4);8.2;7
Punta del Este;November;59.1;69.1;96 (3);10.1;6
Punta del Este;December;63.5;73.7;72 (2);10.9;5
Queenstown;January;47.4;62.1;136 (5);7.6;10
Queenstown;February;47.4;61.8;96 (3);6.9;8
Queenstown;March;44.7;58.2;111 (4);5.9;9
Queenstown;April;39.6;51.3;105 (4);4.4;9
Queenstown;May;34.4;43.7;136 (5);2.9;11
Queenstown;June;28.8;36.4;105 (4);1.9;10
Queenstown;July;27.1;34.3;97 (3);2.1;9
Queenstown;August;28.7;36.5;102 (4);2.9;9
Queenstown;September;31.7;42.1;120 (4);4.4;10
Queenstown;October;35;47.7;142 (5);5.3;12
Queenstown;November;39.8;54.2;133 (5);6.3;11
Queenstown;December;45.1;59.4;144 (5);7.5;12
Québec;January;5;20.5;91 (3);4.7;9
Québec;February;8.3;24.3;74 (2);5.4;8
Québec;March;18.1;34.1;83 (3);6.6;8
Québec;April;30.3;47.4;107 (4);7.9;9
Québec;May;44.9;63.6;107 (4);9.1;9
Québec;June;54.9;71.8;124 (4);10.2;10
Québec;July;60.6;76.3;122 (4);10.1;11
Québec;August;59.3;74.3;120 (4);8.9;9
Québec;September;52.1;67.4;112 (4);7.1;8
Québec;October;40.4;52.9;129 (5);5.4;9
Québec;November;28.6;39.7;105 (4);4.4;9
Québec;December;13.3;26.4;109 (4);4.0;10
Rabat;January;47.7;61.7;63 (2);6.7;6
Rabat;February;48.4;63.2;50 (1);7.2;5
Rabat;March;51.6;67.4;51 (2);8.2;5
Rabat;April;54.4;69.9;42 (1);8.7;5
Rabat;May;58.8;75.1;27 (1);9.8;4
Rabat;June;63.5;80.5;6 (0);10.2;1
Rabat;July;66.5;83.8;2 (0);10.5;0
Rabat;August;68.1;85.3;2 (0);10.3;0
Rabat;September;66;81.5;17 (0);8.8;2
Rabat;October;62.1;76.9;48 (1);8.2;5
Rabat;November;54.5;68.2;72 (2);7.3;6
Rabat;December;50.1;63.9;62 (2);6.8;6
Rail;January;34.4;43.4;65 (2);3.1;9
Rail;February;34.1;45.3;57 (2);3.9;8
Rail;March;37;51.2;57 (2);5.5;9
Rail;April;41.3;57.9;56 (2);7.8;9
Rail;May;47.8;63.6;70 (2);8.4;10
Rail;June;53.1;69.2;68 (2);9.0;9
Rail;July;57.2;72.8;68 (2);9.5;9
Rail;August;56.8;72.4;74 (2);8.8;9
Rail;September;52.7;67.3;53 (2);6.8;8
Rail;October;47.9;59.8;62 (2);5.1;8
Rail;November;40.9;50.4;68 (2);3.5;9
Rail;December;35.8;44.3;77 (3);3.1;10
Rennes;January;37.6;47.1;70 (2);3.2;9
Rennes;February;37.1;48.6;58 (2);4.3;8
Rennes;March;39.7;53.7;55 (2);5.7;8
Rennes;April;43.2;59;63 (2);7.5;9
Rennes;May;49.1;64.4;69 (2);7.8;8
Rennes;June;54.6;70.8;56 (2);8.7;7
Rennes;July;57.7;73.7;51 (2);8.7;6
Rennes;August;57.4;73.2;49 (1);7.9;7
Rennes;September;53.9;69.3;51 (2);7.0;6
Rennes;October;49.7;61.8;72 (2);5.0;8
Rennes;November;43.3;53.3;70 (2);4.0;9
Rennes;December;38.6;48;73 (2);3.6;9
Richmond;January;31.3;46.8;88 (3);6.7;7
Richmond;February;32.6;50.5;75 (2);7.5;6
Richmond;March;38.9;58.3;103 (4);8.0;7
Richmond;April;49.1;68.8;82 (3);9.1;7
Richmond;May;58.4;76.8;88 (3);9.5;8
Richmond;June;66.8;84.3;96 (3);10.5;8
Richmond;July;70.9;87.8;110 (4);10.7;10
Richmond;August;70;86.1;109 (4);9.6;9
Richmond;September;64.1;79.7;108 (4);7.6;7
Richmond;October;53.2;69.6;94 (3);7.2;6
Richmond;November;42.5;59;80 (3);7.1;6
Richmond;December;35.2;50.3;89 (3);6.4;6
Riga;January;22;29.4;58 (2);1.9;10
Riga;February;21.6;30.6;46 (1);2.9;8
Riga;March;26.5;39;45 (1);5.7;9
Riga;April;36;51.8;45 (1);9.1;7
Riga;May;46;62.1;55 (2);11.4;8
Riga;June;53.7;68;77 (3);12.0;9
Riga;July;59.5;73;76 (2);11.7;9
Riga;August;58;70.9;85 (3);10.2;10
Riga;September;50.8;62.4;78 (3);7.4;9
Riga;October;41.5;50.2;87 (3);4.5;11
Riga;November;34.9;41;70 (2);2.2;11
Riga;December;28.4;34.2;58 (2);1.9;10
Ring;January;45.2;69.3;8 (0);9.0;1
Ring;February;50.7;75.9;11 (0);9.8;1
Ring;March;60.2;86.9;7 (0);10.7;1
Ring;April;70;97.7;6 (0);11.5;1
Ring;May;78.2;102.8;13 (0);12.1;3
Ring;June;80.9;99.7;55 (2);11.9;6
Ring;July;77.9;91;160 (6);9.2;13
Ring;August;75.5;87.9;150 (5);8.1;13
Ring;September;73.5;90.1;55 (2);9.6;6
Ring;October;66.7;90.5;10 (0);10.2;1
Ring;November;57.7;81.6;6 (0);9.5;1
Ring;December;48.4;72.7;3 (0);9.2;1
Rio de Janeiro;January;73.9;88.2;172 (6);9.8;12
Rio de Janeiro;February;73.9;89.1;117 (4);10.0;10
Rio de Janeiro;March;72.9;86.4;153 (6);8.8;12
Rio de Janeiro;April;70;83.4;99 (3);7.9;10
Rio de Janeiro;May;64.8;79.1;81 (3);7.2;9
Rio de Janeiro;June;62.3;78.4;52 (2);7.0;6
Rio de Janeiro;July;60.7;77.7;55 (2);6.9;6
Rio de Janeiro;August;61.6;79.8;45 (1);7.3;6
Rio de Janeiro;September;64.5;81.6;81 (3);7.2;8
Rio de Janeiro;October;68;83.5;98 (3);7.4;9
Rio de Janeiro;November;69.8;83.3;143 (5);7.7;12
Rio de Janeiro;December;72.3;86.2;156 (6);8.8;12
Rock;January;15;29.4;52 (2);4.8;6
Rock;February;17.8;33.5;49 (1);5.6;5
Rock;March;28.7;46.3;65 (2);7.1;7
Rock;April;40;59.2;107 (4);8.2;8
Rock;May;51.3;69.9;116 (4);9.6;9
Rock;June;61;78.6;108 (4);10.7;9
Rock;July;65.6;82.5;90 (3);10.8;8
Rock;August;64.1;80.4;95 (3);9.7;8
Rock;September;57.6;74.3;83 (3);8.6;6
Rock;October;45.9;60.8;77 (3);6.7;6
Rock;November;33.9;47.2;66 (2);5.8;6
Rock;December;21.4;34.1;58 (2);4.6;7
Rome;January;38.4;52.5;67 (2);6.2;7
Rome;February;38.5;53.8;75 (2);6.9;7
Rome;March;42.8;59.3;77 (3);8.0;6
Rome;April;48;65.1;83 (3);9.9;8
Rome;May;54.9;72.5;60 (2);11.3;6
Rome;June;62.4;81.4;34 (1);12.7;4
Rome;July;67.4;86.5;24 (0);12.7;3
Rome;August;68.2;87;23 (0);11.8;3
Rome;September;62.1;77.9;84 (3);9.9;6
Rome;October;55.7;70.3;122 (4);7.9;8
Rome;November;48.5;61.4;135 (5);6.6;9
Rome;December;41.1;54.4;94 (3);6.1;8
Rotorua;January;56.6;70.7;91 (3);7.4;9
Rotorua;February;57.1;70.6;88 (3);6.7;8
Rotorua;March;54.6;67.3;91 (3);6.1;8
Rotorua;April;50.6;61.8;108 (4);5.1;8
Rotorua;May;47;56.6;105 (4);4.6;8
Rotorua;June;43.2;52.1;110 (4);4.4;8
Rotorua;July;41.3;50.5;121 (4);4.5;9
Rotorua;August;41.6;52;122 (4);4.6;10
Rotorua;September;44.1;55.6;122 (4);4.9;10
Rotorua;October;46.6;59.3;111 (4);5.5;10
Rotorua;November;49.5;63.4;98 (3);6.5;9
Rotorua;December;54;67;118 (4);6.5;10
Rotterdam;January;35.2;42.9;68 (2);3.4;9
Rotterdam;February;34.5;44.2;56 (2);4.2;9
Rotterdam;March;37.5;49.7;57 (2);5.6;9
Rotterdam;April;42.3;57;54 (2);8.1;9
Rotterdam;May;48.9;63;66 (2);9.1;9
Rotterdam;June;53.9;67.9;70 (2);9.6;9
Rotterdam;July;58.1;71.4;84 (3);9.8;11
Rotterdam;August;57.8;70.7;83 (3);8.8;10
Rotterdam;September;54.1;65.9;77 (3);6.9;9
Rotterdam;October;48.3;58.5;72 (2);5.4;9
Rotterdam;November;41.8;50;73 (2);3.8;10
Rotterdam;December;36.8;44;75 (2);3.2;10
Rouen;January;35.9;44.5;69 (2);3.0;9
Rouen;February;35.4;46.1;62 (2);3.9;9
Rouen;March;38.2;51.7;63 (2);5.4;9
Rouen;April;42.2;57.7;68 (2);7.5;9
Rouen;May;48.3;63.1;71 (2);7.9;9
Rouen;June;53.8;69;70 (2);8.8;8
Rouen;July;57.4;72.5;65 (2);9.0;9
Rouen;August;57.2;72;69 (2);8.2;8
Rouen;September;53.3;67.4;58 (2);6.6;7
Rouen;October;48.7;60.1;76 (2);4.9;9
Rouen;November;42;50.9;75 (2);3.4;10
Rouen;December;36.9;45.5;85 (3);3.1;10
Saint Petersburg;January;17.1;24;53 (2);1.2;10
Saint Petersburg;February;16.5;24.5;42 (1);2.1;8
Saint Petersburg;March;21.7;32.1;42 (1);5.3;8
Saint Petersburg;April;31.7;45.4;43 (1);8.8;7
Saint Petersburg;May;43.1;57.9;54 (2);11.6;7
Saint Petersburg;June;51.6;65.3;69 (2);12.8;9
Saint Petersburg;July;58.7;71.6;69 (2);11.8;9
Saint Petersburg;August;56.3;67.9;76 (2);9.6;9
Saint Petersburg;September;48.7;58.5;63 (2);6.1;9
Saint Petersburg;October;38.5;45.4;69 (2);3.4;10
Saint Petersburg;November;30.6;35.8;67 (2);1.6;10
Saint Petersburg;December;23.9;29.7;59 (2);1.2;11
Saint;January;17.1;24;53 (2);1.2;10
Saint;February;16.5;24.5;42 (1);2.1;8
Saint;March;21.7;32.1;42 (1);5.3;8
Saint;April;31.7;45.4;43 (1);8.8;7
Saint;May;43.1;57.9;54 (2);11.6;7
Saint;June;51.6;65.3;69 (2);12.8;9
Saint;July;58.7;71.6;69 (2);11.8;9
Saint;August;56.3;67.9;76 (2);9.6;9
Saint;September;48.7;58.5;63 (2);6.1;9
Saint;October;38.5;45.4;69 (2);3.4;10
Saint;November;30.6;35.8;67 (2);1.6;10
Saint;December;23.9;29.7;59 (2);1.2;11
Salerno;January;42.8;51.1;150 (5);5.4;9
Salerno;February;42.5;51.7;133 (5);6.0;9
Salerno;March;45.6;56.1;131 (5);7.3;8
Salerno;April;50.3;61.8;119 (4);8.9;9
Salerno;May;56.5;68.4;81 (3);10.4;7
Salerno;June;63.6;76;38 (1);11.7;5
Salerno;July;68.4;80.8;24 (0);12.0;3
Salerno;August;69.5;81.8;31 (1);11.3;4
Salerno;September;63.7;74.6;104 (4);9.2;7
Salerno;October;58;68.1;161 (6);7.6;8
Salerno;November;51.6;60.4;226 (8);6.2;10
Salerno;December;45.3;53.5;178 (7);5.6;11
Samso;January;41.8;59.7;108 (4);6.6;7
Samso;February;44.9;63.7;107 (4);6.7;6
Samso;March;49.8;70.2;113 (4);7.9;6
Samso;April;56.2;77.5;84 (3);8.9;5
Samso;May;63.7;84.8;74 (2);9.9;7
Samso;June;71.1;88.9;115 (4);10.3;11
Samso;July;73.2;89.9;139 (5);10.3;14
